filename,steering,point_type,curr_steering
/content/dataset/2024-06-22_22-14-54-291033__sa_-0.0890363374.png,-0.0890363374,99,-0.0800728651
/content/dataset/2024-06-22_22-14-54-338080__sa_-0.0941337438.png,-0.0941337438,99,-0.0810076336
/content/dataset/2024-06-22_22-14-54-387654__sa_-0.0993274226.png,-0.0993274226,99,-0.0829210357
/content/dataset/2024-06-22_22-14-54-464244__sa_-0.1046322732.png,-0.1046322732,99,-0.0855865773
/content/dataset/2024-06-22_22-14-54-528968__sa_-0.1100772533.png,-0.1100772533,99,-0.0888528465
/content/dataset/2024-06-22_22-14-54-979757__sa_-0.0700772533.png,-0.0700772533,99,-0.0632019919
/content/dataset/2024-06-22_22-14-55-041130__sa_-0.0752055979.png,-0.0752055979,99,-0.0644205261
/content/dataset/2024-06-22_22-14-55-109662__sa_-0.0804672632.png,-0.0804672632,99,-0.0665499357
/content/dataset/2024-06-22_22-14-55-182595__sa_-0.0858551764.png,-0.0858551764,99,-0.0693836177
/content/dataset/2024-06-22_22-14-55-213499__sa_-0.0913912434.png,-0.0913912434,99,-0.0727867054
/content/dataset/2024-06-22_22-14-55-260600__sa_-0.0969867506.png,-0.0969867506,99,-0.076601731
/content/dataset/2024-06-22_22-14-55-321154__sa_-0.1026765509.png,-0.1026765509,99,-0.0807447439
/content/dataset/2024-06-22_22-14-55-631749__sa_0.0000000000.png,0.0,99,-0.033209598
/content/dataset/2024-06-22_22-14-55-694635__sa_0.0051308703.png,0.0051308703,99,-0.0217515089
/content/dataset/2024-06-22_22-14-55-764760__sa_0.0103886242.png,0.0103886242,99,-0.01207511
/content/dataset/2024-06-22_22-14-55-842861__sa_0.0157866287.png,0.0157866287,99,-0.0036915048
/content/dataset/2024-06-22_22-14-56-288868__sa_0.0000000000.png,0.0,99,-0.0013113858
/content/dataset/2024-06-22_22-14-56-336355__sa_-0.0050986385.png,-0.0050986385,99,-0.0033439507
/content/dataset/2024-06-22_22-14-56-381757__sa_-0.0102913132.png,-0.0102913132,99,-0.0060233639
/content/dataset/2024-06-22_22-14-56-468463__sa_-0.0155898719.png,-0.0155898719,99,-0.0092276287
/content/dataset/2024-06-22_22-14-56-551835__sa_-0.0210498037.png,-0.0210498037,99,-0.0128598897
/content/dataset/2024-06-22_22-14-56-594802__sa_-0.0266736531.png,-0.0266736531,99,-0.0168498882
/content/dataset/2024-06-22_22-14-56-646018__sa_-0.0323832197.png,-0.0323832197,99,-0.0211049768
/content/dataset/2024-06-22_22-14-56-881393__sa_-0.0148832197.png,-0.0148832197,99,-0.0137373688
/content/dataset/2024-06-22_22-14-56-920818__sa_-0.0199846764.png,-0.0199846764,99,-0.0158206496
/content/dataset/2024-06-22_22-14-56-966810__sa_-0.0251663923.png,-0.0251663923,99,-0.0185279533
/content/dataset/2024-06-22_22-14-57-039324__sa_-0.0304380517.png,-0.0304380517,99,-0.0217252585
/content/dataset/2024-06-22_22-14-57-125349__sa_-0.0358687954.png,-0.0358687954,99,-0.0253504279
/content/dataset/2024-06-22_22-14-57-196159__sa_-0.0414575324.png,-0.0414575324,99,-0.0293300657
/content/dataset/2024-06-22_22-14-57-241034__sa_-0.0471879544.png,-0.0471879544,99,-0.0335975494
/content/dataset/2024-06-22_22-14-57-289237__sa_-0.0530100965.png,-0.0530100965,99,-0.0380832805
/content/dataset/2024-06-22_22-14-57-335683__sa_-0.0589277205.png,-0.0589277205,99,-0.0427492423
/content/dataset/2024-06-22_22-14-57-383118__sa_-0.0649370527.png,-0.0649370527,99,-0.0475638503
/content/dataset/2024-06-22_22-14-57-462621__sa_-0.0710433245.png,-0.0710433245,99,-0.0525072667
/content/dataset/2024-06-22_22-14-57-569036__sa_-0.0773086071.png,-0.0773086071,99,-0.0575936259
/content/dataset/2024-06-22_22-14-57-630702__sa_-0.0837847176.png,-0.0837847176,99,-0.062843594
/content/dataset/2024-06-22_22-14-57-677250__sa_-0.0903841958.png,-0.0903841958,99,-0.0682195223
/content/dataset/2024-06-22_22-14-57-724092__sa_-0.0970767317.png,-0.0970767317,99,-0.0737014287
/content/dataset/2024-06-22_22-14-57-796041__sa_-0.1038763781.png,-0.1038763781,99,-0.0792888822
/content/dataset/2024-06-22_22-14-57-879250__sa_-0.1108065038.png,-0.1108065038,99,-0.0849893745
/content/dataset/2024-06-22_22-14-58-252353__sa_-0.0708065038.png,-0.0708065038,99,-0.0635388721
/content/dataset/2024-06-22_22-14-58-314879__sa_-0.0759013538.png,-0.0759013538,99,-0.0648415068
/content/dataset/2024-06-22_22-14-58-360640__sa_-0.0811232429.png,-0.0811232429,99,-0.0670152275
/content/dataset/2024-06-22_22-14-58-410583__sa_-0.0864333715.png,-0.0864333715,99,-0.0698494995
/content/dataset/2024-06-22_22-14-58-480588__sa_-0.0918456707.png,-0.0918456707,99,-0.0732101233
/content/dataset/2024-06-22_22-14-58-546150__sa_-0.0973990159.png,-0.0973990159,99,-0.0770015788
/content/dataset/2024-06-22_22-14-58-594093__sa_-0.1030945177.png,-0.1030945177,99,-0.0811381569
/content/dataset/2024-06-22_22-14-58-656237__sa_-0.1088728433.png,-0.1088728433,99,-0.0855273921
/content/dataset/2024-06-22_22-14-58-719121__sa_-0.1147753897.png,-0.1147753897,99,-0.0901352734
/content/dataset/2024-06-22_22-14-58-792979__sa_-0.1208027930.png,-0.120802793,99,-0.0949270931
/content/dataset/2024-06-22_22-14-58-857152__sa_-0.1269910355.png,-0.1269910355,99,-0.0998949754
/content/dataset/2024-06-22_22-14-58-906161__sa_-0.1332954774.png,-0.1332954774,99,-0.1050045997
/content/dataset/2024-06-22_22-14-59-624346__sa_-0.0632954774.png,-0.0632954774,99,-0.058317606
/content/dataset/2024-06-22_22-14-59-671175__sa_-0.0683910980.png,-0.068391098,99,-0.0592429432
/content/dataset/2024-06-22_22-14-59-717765__sa_-0.0735930262.png,-0.0735930262,99,-0.0611518132
/content/dataset/2024-06-22_22-14-59-786865__sa_-0.0788755474.png,-0.0788755474,99,-0.0637997181
/content/dataset/2024-06-22_22-14-59-859226__sa_-0.0842962704.png,-0.0842962704,99,-0.067045251
/content/dataset/2024-06-22_22-14-59-908239__sa_-0.0898628283.png,-0.0898628283,99,-0.0707635221
/content/dataset/2024-06-22_22-14-59-969192__sa_-0.0955405183.png,-0.0955405183,99,-0.0748393697
/content/dataset/2024-06-22_22-15-00-032274__sa_-0.1013270140.png,-0.101327014,99,-0.0791951221
/content/dataset/2024-06-22_22-15-00-613998__sa_-0.0463270140.png,-0.046327014,99,-0.0436769598
/content/dataset/2024-06-22_22-15-00-661808__sa_-0.0514589119.png,-0.0514589119,99,-0.0447173055
/content/dataset/2024-06-22_22-15-00-730960__sa_-0.0566864357.png,-0.0566864357,99,-0.046706338
/content/dataset/2024-06-22_22-15-00-814441__sa_-0.0620522919.png,-0.0620522919,99,-0.0494409088
/content/dataset/2024-06-22_22-15-00-861651__sa_-0.0675850730.png,-0.067585073,99,-0.052778758
/content/dataset/2024-06-22_22-15-00-914787__sa_-0.0732142787.png,-0.0732142787,99,-0.0565642654
/content/dataset/2024-06-22_22-15-00-960744__sa_-0.0789580979.png,-0.0789580979,99,-0.0607031587
/content/dataset/2024-06-22_22-15-01-504876__sa_-0.0239580979.png,-0.0239580979,99,-0.0247935075
/content/dataset/2024-06-22_22-15-01-551670__sa_-0.0291257801.png,-0.0291257801,99,-0.0258457682
/content/dataset/2024-06-22_22-15-01-597870__sa_-0.0343869896.png,-0.0343869896,99,-0.0278498499
/content/dataset/2024-06-22_22-15-01-646718__sa_-0.0397516937.png,-0.0397516937,99,-0.0305859489
/content/dataset/2024-06-22_22-15-01-693067__sa_-0.0452021236.png,-0.0452021236,99,-0.033885666
/content/dataset/2024-06-22_22-15-01-774204__sa_-0.0507471666.png,-0.0507471666,99,-0.0376226867
/content/dataset/2024-06-22_22-15-01-854278__sa_-0.0564524956.png,-0.0564524956,99,-0.0417270769
/content/dataset/2024-06-22_22-15-01-897239__sa_-0.0623199573.png,-0.0623199573,99,-0.0461316761
/content/dataset/2024-06-22_22-15-01-943341__sa_-0.0682713552.png,-0.0682713552,99,-0.0507504621
/content/dataset/2024-06-22_22-15-01-989068__sa_-0.0743149514.png,-0.0743149514,99,-0.0555435793
/content/dataset/2024-06-22_22-15-02-036382__sa_-0.0804511228.png,-0.0804511228,99,-0.0604807441
/content/dataset/2024-06-22_22-15-02-108866__sa_-0.0866827946.png,-0.0866827946,99,-0.0655424169
/content/dataset/2024-06-22_22-15-02-191653__sa_-0.0930584526.png,-0.0930584526,99,-0.0707376285
/content/dataset/2024-06-22_22-15-02-239588__sa_-0.0996026664.png,-0.0996026664,99,-0.0760737537
/content/dataset/2024-06-22_22-15-02-287220__sa_-0.1062397766.png,-0.1062397766,99,-0.0815153874
/content/dataset/2024-06-22_22-15-02-333495__sa_-0.1129741416.png,-0.1129741416,99,-0.0870575144
/content/dataset/2024-06-22_22-15-02-892760__sa_-0.0579741416.png,-0.0579741416,99,-0.0534710049
/content/dataset/2024-06-22_22-15-02-940710__sa_-0.0630730009.png,-0.0630730009,99,-0.0545160468
/content/dataset/2024-06-22_22-15-02-987006__sa_-0.0682690234.png,-0.0682690234,99,-0.0565006934
/content/dataset/2024-06-22_22-15-03-031668__sa_-0.0735563707.png,-0.0735563707,99,-0.0592021472
/content/dataset/2024-06-22_22-15-03-099747__sa_-0.0789331532.png,-0.0789331532,99,-0.062461197
/content/dataset/2024-06-22_22-15-03-171463__sa_-0.0844450841.png,-0.0844450841,99,-0.0661716108
/content/dataset/2024-06-22_22-15-03-218882__sa_-0.0901137204.png,-0.0901137204,99,-0.0702485852
/content/dataset/2024-06-22_22-15-03-633177__sa_-0.0576137204.png,-0.0576137204,99,-0.0519739711
/content/dataset/2024-06-22_22-15-03-691989__sa_-0.0627505093.png,-0.0627505093,99,-0.05341925
/content/dataset/2024-06-22_22-15-03-799497__sa_-0.0679994121.png,-0.0679994121,99,-0.0556969625
/content/dataset/2024-06-22_22-15-03-865446__sa_-0.0734734497.png,-0.0734734497,99,-0.0586740673
/content/dataset/2024-06-22_22-15-03-905795__sa_-0.0790663428.png,-0.0790663428,99,-0.0621805153
/content/dataset/2024-06-22_22-15-03-955511__sa_-0.0847409525.png,-0.0847409525,99,-0.066089059
/content/dataset/2024-06-22_22-15-04-001930__sa_-0.0905139709.png,-0.0905139709,99,-0.0703164157
/content/dataset/2024-06-22_22-15-04-079242__sa_-0.0963904901.png,-0.0963904901,99,-0.0747980571
/content/dataset/2024-06-22_22-15-04-158164__sa_-0.1024140954.png,-0.1024140954,99,-0.0795054346
/content/dataset/2024-06-22_22-15-04-565660__sa_-0.0624140954.png,-0.0624140954,99,-0.0565478485
/content/dataset/2024-06-22_22-15-04-613506__sa_-0.0675037689.png,-0.0675037689,99,-0.0578095411
/content/dataset/2024-06-22_22-15-04-659703__sa_-0.0727013516.png,-0.0727013516,99,-0.0599451146
/content/dataset/2024-06-22_22-15-04-724752__sa_-0.0779770546.png,-0.0779770546,99,-0.0627425351
/content/dataset/2024-06-22_22-15-04-799990__sa_-0.0833868380.png,-0.083386838,99,-0.0660841074
/content/dataset/2024-06-22_22-15-04-845200__sa_-0.0889453225.png,-0.0889453225,99,-0.0698649337
/content/dataset/2024-06-22_22-15-04-894898__sa_-0.0946073537.png,-0.0946073537,99,-0.0739767635
/content/dataset/2024-06-22_22-15-05-389215__sa_-0.0471073537.png,-0.0471073537,99,-0.0440816232
/content/dataset/2024-06-22_22-15-05-473038__sa_-0.0522648754.png,-0.0522648754,99,-0.0452189234
/content/dataset/2024-06-22_22-15-05-518751__sa_-0.0575989466.png,-0.0575989466,99,-0.0473176636
/content/dataset/2024-06-22_22-15-05-567113__sa_-0.0630134473.png,-0.0630134473,99,-0.0501258243
/content/dataset/2024-06-22_22-15-05-611763__sa_-0.0685237093.png,-0.0685237093,99,-0.0534929271
/content/dataset/2024-06-22_22-15-05-657143__sa_-0.0741240025.png,-0.0741240025,99,-0.0572903429
/content/dataset/2024-06-22_22-15-05-722074__sa_-0.0798143382.png,-0.0798143382,99,-0.0614189211
/content/dataset/2024-06-22_22-15-05-798195__sa_-0.0856346512.png,-0.0856346512,99,-0.0658236051
/content/dataset/2024-06-22_22-15-06-844416__sa_0.0000000000.png,0.0,0,-0.0005270787
/content/dataset/2024-06-22_22-15-07-171162__sa_-0.0050000000.png,-0.005,99,-0.002384019
/content/dataset/2024-06-22_22-15-07-217185__sa_-0.0101258440.png,-0.010125844,99,-0.0052746593
/content/dataset/2024-06-22_22-15-07-265032__sa_-0.0153417363.png,-0.0153417363,99,-0.0086081158
/content/dataset/2024-06-22_22-15-07-311692__sa_-0.0206533108.png,-0.0206533108,99,-0.012290268
/content/dataset/2024-06-22_22-15-07-378926__sa_-0.0260585465.png,-0.0260585465,99,-0.0162519951
/content/dataset/2024-06-22_22-15-07-483962__sa_-0.0316109867.png,-0.0316109867,99,-0.0204644134
/content/dataset/2024-06-22_22-15-07-825052__sa_0.0008890133.png,0.0008890133,99,-0.0025398386
/content/dataset/2024-06-22_22-15-07-859291__sa_-0.0042347646.png,-0.0042347646,99,-0.0039867376
/content/dataset/2024-06-22_22-15-07-908514__sa_-0.0094281378.png,-0.0094281378,99,-0.0062395106
/content/dataset/2024-06-22_22-15-07-969185__sa_-0.0147312565.png,-0.0147312565,99,-0.0091284615
/content/dataset/2024-06-22_22-15-08-045693__sa_-0.0201445475.png,-0.0201445475,99,-0.0125242732
/content/dataset/2024-06-22_22-15-08-110810__sa_-0.0257096725.png,-0.0257096725,99,-0.0163403833
/content/dataset/2024-06-22_22-15-08-167775__sa_-0.0314051027.png,-0.0314051027,99,-0.0204863433
/content/dataset/2024-06-22_22-15-08-230029__sa_-0.0372256413.png,-0.0372256413,99,-0.0248969057
/content/dataset/2024-06-22_22-15-08-290737__sa_-0.0431583972.png,-0.0431583972,99,-0.029518934
/content/dataset/2024-06-22_22-15-08-358107__sa_-0.0492136087.png,-0.0492136087,99,-0.0343212634
/content/dataset/2024-06-22_22-15-08-436663__sa_-0.0554015636.png,-0.0554015636,99,-0.0392839179
/content/dataset/2024-06-22_22-15-08-492870__sa_-0.0617615223.png,-0.0617615223,99,-0.0444093858
/content/dataset/2024-06-22_22-15-08-537189__sa_-0.0682210064.png,-0.0682210064,99,-0.0496571699
/content/dataset/2024-06-22_22-15-08-584975__sa_-0.0747691259.png,-0.0747691259,99,-0.0550110585
/content/dataset/2024-06-22_22-15-08-631867__sa_-0.0814127488.png,-0.0814127488,99,-0.0604654868
/content/dataset/2024-06-22_22-15-09-463962__sa_-0.0039127488.png,-0.0039127488,99,-0.0053606648
/content/dataset/2024-06-22_22-15-09-511185__sa_-0.0090585790.png,-0.009058579,99,-0.007087724
/content/dataset/2024-06-22_22-15-09-556868__sa_-0.0142548828.png,-0.0142548828,99,-0.0095813534
/content/dataset/2024-06-22_22-15-09-602074__sa_-0.0195406094.png,-0.0195406094,99,-0.0126588638
/content/dataset/2024-06-22_22-15-09-685086__sa_-0.0249190283.png,-0.0249190283,99,-0.0161892459
/content/dataset/2024-06-22_22-15-09-786355__sa_-0.0304631295.png,-0.0304631295,99,-0.0201053534
/content/dataset/2024-06-22_22-15-10-443042__sa_-0.0054631295.png,-0.0054631295,99,-0.0021886203
/content/dataset/2024-06-22_22-15-10-493933__sa_-0.0105943069.png,-0.0105943069,99,-0.005216719
/content/dataset/2024-06-22_22-15-10-537520__sa_-0.0158399091.png,-0.0158399091,99,-0.0086706699
/content/dataset/2024-06-22_22-15-10-580735__sa_-0.0211601100.png,-0.02116011,99,-0.012450042
/content/dataset/2024-06-22_22-15-10-661268__sa_-0.0265677557.png,-0.0265677557,99,-0.0164885967
/content/dataset/2024-06-22_22-15-10-742140__sa_-0.0321382093.png,-0.0321382093,99,-0.0207670854
/content/dataset/2024-06-22_22-15-11-754996__sa_0.0053617907.png,0.0053617907,0,0.0028514426
/content/dataset/2024-06-22_22-15-12-784425__sa_0.0000000000.png,0.0,0,2.0645e-06
/content/dataset/2024-06-22_22-15-13-809244__sa_0.0000000000.png,0.0,0,-3.55e-08
/content/dataset/2024-06-22_22-15-14-822144__sa_0.0000000000.png,0.0,0,1.1e-08
/content/dataset/2024-06-22_22-15-15-831384__sa_0.0000000000.png,0.0,0,2.4e-09
/content/dataset/2024-06-22_22-15-16-861886__sa_0.0000000000.png,0.0,0,3.1e-09
/content/dataset/2024-06-22_22-15-17-893801__sa_0.0000000000.png,0.0,0,-5.6e-09
/content/dataset/2024-06-22_22-15-18-938991__sa_0.0000000000.png,0.0,0,7.8e-09
/content/dataset/2024-06-22_22-15-19-961615__sa_0.0000000000.png,0.0,0,-1.9e-09
/content/dataset/2024-06-22_22-15-20-989771__sa_0.0000000000.png,0.0,0,2e-09
/content/dataset/2024-06-22_22-15-22-049167__sa_0.0000000000.png,0.0,0,-1.7e-09
/content/dataset/2024-06-22_22-15-23-126938__sa_0.0000000000.png,0.0,0,1.5e-09
/content/dataset/2024-06-22_22-15-24-138735__sa_0.0000000000.png,0.0,0,1e-09
/content/dataset/2024-06-22_22-15-24-823702__sa_0.0000000000.png,0.0,99,-3.5e-09
/content/dataset/2024-06-22_22-15-24-871018__sa_0.0051180944.png,0.0051180944,99,0.0029062007
/content/dataset/2024-06-22_22-15-24-917185__sa_0.0103308573.png,0.0103308573,99,0.0070155224
/content/dataset/2024-06-22_22-15-24-962478__sa_0.0156359162.png,0.0156359162,99,0.0117048685
/content/dataset/2024-06-22_22-15-25-029618__sa_0.0210315042.png,0.0210315042,99,0.0167215778
/content/dataset/2024-06-22_22-15-25-119192__sa_0.0265618267.png,0.0265618267,99,0.0219763453
/content/dataset/2024-06-22_22-15-25-166849__sa_0.0322718868.png,0.0322718868,99,0.0274476334
/content/dataset/2024-06-22_22-15-25-214689__sa_0.0380826783.png,0.0380826783,99,0.0330748237
/content/dataset/2024-06-22_22-15-25-251119__sa_0.0439827504.png,0.0439827504,99,0.03882377
/content/dataset/2024-06-22_22-15-25-307892__sa_0.0499576139.png,0.0499576139,99,0.0446701433
/content/dataset/2024-06-22_22-15-25-385184__sa_0.0560440865.png,0.0560440865,99,0.0506236186
/content/dataset/2024-06-22_22-15-25-463706__sa_0.0622871075.png,0.0622871075,99,0.0567125625
/content/dataset/2024-06-22_22-15-25-510598__sa_0.0686982598.png,0.0686982598,99,0.0629546544
/content/dataset/2024-06-22_22-15-25-557494__sa_0.0751901979.png,0.0751901979,99,0.0693078234
/content/dataset/2024-06-22_22-15-25-603031__sa_0.0817758021.png,0.0817758021,99,0.0757634401
/content/dataset/2024-06-22_22-15-25-649769__sa_0.0884525619.png,0.0884525619,99,0.0823163173
/content/dataset/2024-06-22_22-15-25-723708__sa_0.0952336984.png,0.0952336984,99,0.0889716565
/content/dataset/2024-06-22_22-15-25-795954__sa_0.1021517377.png,0.1021517377,99,0.0957498752
/content/dataset/2024-06-22_22-15-25-843972__sa_0.1092283711.png,0.1092283711,99,0.1026715097
/content/dataset/2024-06-22_22-15-25-913457__sa_0.1163869438.png,0.1163869438,99,0.1097015477
/content/dataset/2024-06-22_22-15-25-960993__sa_0.1236844797.png,0.1236844797,99,0.1168593007
/content/dataset/2024-06-22_22-15-26-031009__sa_0.1310771809.png,0.1310771809,99,0.1241272569
/content/dataset/2024-06-22_22-15-26-119153__sa_0.1386231947.png,0.1386231947,99,0.1315319575
/content/dataset/2024-06-22_22-15-26-169340__sa_0.1463331819.png,0.1463331819,99,0.1390899567
/content/dataset/2024-06-22_22-15-26-213497__sa_0.1541515260.png,0.154151526,99,0.1467766424
/content/dataset/2024-06-22_22-15-26-260684__sa_0.1620511379.png,0.1620511379,99,0.1545674673
/content/dataset/2024-06-22_22-15-26-341586__sa_0.1700455365.png,0.1700455365,99,0.1624604005
/content/dataset/2024-06-22_22-15-26-416791__sa_0.1781996999.png,0.1781996999,99,0.1704914259
/content/dataset/2024-06-22_22-15-26-462240__sa_0.1865162835.png,0.1865162835,99,0.1786762578
/content/dataset/2024-06-22_22-15-26-507947__sa_0.1949133883.png,0.1949133883,99,0.186975008
/content/dataset/2024-06-22_22-15-26-555134__sa_0.2033999839.png,0.2033999839,99,0.1953777525
/content/dataset/2024-06-22_22-15-26-609308__sa_0.2119808707.png,0.2119808707,99,0.2038830676
/content/dataset/2024-06-22_22-15-26-674666__sa_0.2206713820.png,0.220671382,99,0.2124989934
/content/dataset/2024-06-22_22-15-26-758143__sa_0.2294913383.png,0.2294913383,99,0.2212401075
/content/dataset/2024-06-22_22-15-26-805606__sa_0.2384794879.png,0.2384794879,99,0.2301347493
/content/dataset/2024-06-22_22-15-26-843666__sa_0.2475613256.png,0.2475613256,99,0.2391519101
/content/dataset/2024-06-22_22-15-26-897068__sa_0.2567212815.png,0.2567212815,99,0.2482712254
/content/dataset/2024-06-22_22-15-26-943420__sa_0.2659880342.png,0.2659880342,99,0.2575011147
/content/dataset/2024-06-22_22-15-27-023892__sa_0.2753494844.png,0.2753494844,99,0.2668376929
/content/dataset/2024-06-22_22-15-27-099542__sa_0.2848698874.png,0.2848698874,99,0.2763166277
/content/dataset/2024-06-22_22-15-27-146084__sa_0.2945408525.png,0.2945408525,99,0.2859474132
/content/dataset/2024-06-22_22-15-27-192868__sa_0.3043036456.png,0.3043036456,99,0.2957007496
/content/dataset/2024-06-22_22-15-27-239116__sa_0.3141605535.png,0.3141605535,99,0.3055670232
/content/dataset/2024-06-22_22-15-27-286074__sa_0.3241105051.png,0.3241105051,99,0.3155417125
/content/dataset/2024-06-22_22-15-27-364719__sa_0.3341552792.png,0.3341552792,99,0.3256239288
/content/dataset/2024-06-22_22-15-27-458686__sa_0.3443573370.png,0.344357337,99,0.3358495217
/content/dataset/2024-06-22_22-15-27-504117__sa_0.3547463412.png,0.3547463412,99,0.3462500877
/content/dataset/2024-06-22_22-15-27-551128__sa_0.3652371612.png,0.3652371612,99,0.3567895444
/content/dataset/2024-06-22_22-15-27-598208__sa_0.3758100524.png,0.3758100524,99,0.3674431118
/content/dataset/2024-06-22_22-15-27-669539__sa_0.3864781814.png,0.3864781814,99,0.3782085334
/content/dataset/2024-06-22_22-15-27-752980__sa_0.3973001747.png,0.3973001747,99,0.389118676
/content/dataset/2024-06-22_22-15-27-795616__sa_0.4082767653.png,0.4082767653,99,0.400186883
/content/dataset/2024-06-22_22-15-27-842364__sa_0.4193406177.png,0.4193406177,99,0.4113796939
/content/dataset/2024-06-22_22-15-27-894465__sa_0.4304979601.png,0.4304979601,99,0.4226879859
/content/dataset/2024-06-22_22-15-27-942544__sa_0.4417595148.png,0.4417595148,99,0.4341140871
/content/dataset/2024-06-22_22-15-28-014095__sa_0.4531153026.png,0.4531153026,99,0.4456527434
/content/dataset/2024-06-22_22-15-28-099035__sa_0.4646161766.png,0.4646161766,99,0.457331566
/content/dataset/2024-06-22_22-15-28-146067__sa_0.4762989211.png,0.4762989211,99,0.4691829921
/content/dataset/2024-06-22_22-15-28-194415__sa_0.4880616813.png,0.4880616813,99,0.4811604546
/content/dataset/2024-06-22_22-15-28-239974__sa_0.4999211607.png,0.4999211607,99,0.4932559363
/content/dataset/2024-06-22_22-15-28-287567__sa_0.5118706775.png,0.5118706775,99,0.4984726299
/content/dataset/2024-06-22_22-15-28-364355__sa_0.5239273834.png,0.5239273834,99,0.5009193775
/content/dataset/2024-06-22_22-15-28-443667__sa_0.5361267180.png,0.536126718,99,0.502151018
/content/dataset/2024-06-22_22-15-28-488965__sa_0.5484987540.png,0.548498754,99,0.5027955217
/content/dataset/2024-06-22_22-15-28-536725__sa_0.5609483171.png,0.5609483171,99,0.5031368592
/content/dataset/2024-06-22_22-15-28-584197__sa_0.5734923940.png,0.573492394,99,0.503316542
/content/dataset/2024-06-22_22-15-28-629718__sa_0.5861314797.png,0.5861314797,99,0.5034095926
/content/dataset/2024-06-22_22-15-28-695319__sa_0.5988615799.png,0.5988615799,99,0.503456823
/content/dataset/2024-06-22_22-15-28-769878__sa_0.6117248392.png,0.6117248392,99,0.5034803915
/content/dataset/2024-06-22_22-15-28-817888__sa_0.6247342348.png,0.6247342348,99,0.5034920786
/content/dataset/2024-06-22_22-15-28-865216__sa_0.6378516874.png,0.6378516874,99,0.503497941
/content/dataset/2024-06-22_22-15-28-909091__sa_0.6510527477.png,0.6510527477,99,0.5035009701
/content/dataset/2024-06-22_22-15-28-972875__sa_0.6643446107.png,0.6643446107,99,0.5035025875
/content/dataset/2024-06-22_22-15-29-046058__sa_0.6777609935.png,0.6777609935,99,0.5035034561
/content/dataset/2024-06-22_22-15-29-159427__sa_0.6913360548.png,0.6913360548,99,0.503503894
/content/dataset/2024-06-22_22-15-29-220926__sa_0.7051267862.png,0.7051267862,99,0.5032447325
/content/dataset/2024-06-22_22-15-29-284934__sa_0.7190523682.png,0.7190523682,99,0.5032044759
/content/dataset/2024-06-22_22-15-29-363525__sa_0.7330928683.png,0.7330928683,99,0.5031746324
/content/dataset/2024-06-22_22-15-29-443025__sa_0.7472925334.png,0.7472925334,99,0.5032831173
/content/dataset/2024-06-22_22-15-29-485377__sa_0.7616492138.png,0.7616492138,99,0.5033926163
/content/dataset/2024-06-22_22-15-29-533689__sa_0.7760905871.png,0.7760905871,99,0.5034659712
/content/dataset/2024-06-22_22-15-29-579119__sa_0.7906307197.png,0.7906307197,99,0.5035030237
/content/dataset/2024-06-22_22-15-29-625989__sa_0.8052606788.png,0.8052606788,99,0.5035147343
/content/dataset/2024-06-22_22-15-29-688339__sa_0.8199832201.png,0.8199832201,99,0.5035125111
/content/dataset/2024-06-22_22-15-29-768504__sa_0.8348285289.png,0.8348285289,99,0.503504674
/content/dataset/2024-06-22_22-15-29-813248__sa_0.8498460207.png,0.8498460207,99,0.5043430598
/content/dataset/2024-06-22_22-15-29-875161__sa_0.8649431462.png,0.8649431462,99,0.5043288614
/content/dataset/2024-06-22_22-15-29-923059__sa_0.8801640725.png,0.8801640725,99,0.5041769669
/content/dataset/2024-06-22_22-15-29-968710__sa_0.8954828072.png,0.8954828072,99,0.5039027205
/content/dataset/2024-06-22_22-15-30-042376__sa_0.9109019303.png,0.9109019303,99,0.5036562759
/content/dataset/2024-06-22_22-15-30-158464__sa_0.9264592967.png,0.9264592967,99,0.5034891134
/content/dataset/2024-06-22_22-15-30-205608__sa_0.9422478046.png,0.9422478046,99,0.5034006449
/content/dataset/2024-06-22_22-15-30-252399__sa_0.9581296434.png,0.9581296434,99,0.5033690529
/content/dataset/2024-06-22_22-15-30-298612__sa_0.9741150532.png,0.9741150532,99,0.503369667
/content/dataset/2024-06-22_22-15-30-369773__sa_0.9901829009.png,0.9901829009,99,0.5033834173
/content/dataset/2024-06-22_22-15-30-452178__sa_1.0063920846.png,1.0063920846,99,0.5033988246
/content/dataset/2024-06-22_22-15-30-501058__sa_1.0227670703.png,1.0227670703,99,0.503410728
/content/dataset/2024-06-22_22-15-30-549420__sa_1.0392529068.png,1.0392529068,99,0.5034180008
/content/dataset/2024-06-22_22-15-30-596305__sa_1.0558235140.png,1.055823514,99,0.5034214791
/content/dataset/2024-06-22_22-15-30-643089__sa_1.0724868517.png,1.0724868517,99,0.5034225614
/content/dataset/2024-06-22_22-15-30-711775__sa_1.0892436490.png,1.089243649,99,0.5034224778
/content/dataset/2024-06-22_22-15-31-669316__sa_0.0000000000.png,0.0,99,0.2122534149
/content/dataset/2024-06-22_22-15-31-732711__sa_-0.0050973115.png,-0.0050973115,99,0.0957782186
/content/dataset/2024-06-22_22-15-31-800647__sa_-0.0103223939.png,-0.0103223939,99,0.0414829891
/content/dataset/2024-06-22_22-15-31-856266__sa_-0.0156835375.png,-0.0156835375,99,0.0137737694
/content/dataset/2024-06-22_22-15-31-912486__sa_-0.0211697822.png,-0.0211697822,99,-0.0031209037
